"","ordinal","onset","offset","code","dur","moments","subj","clip"
"039ED_03.csv.2",1,13626,16617,"m",2991,"039ED_03.csv.2","039ED","039ED_03"
"039ED_03.csv.3",2,16618,228517,"s",211899,"039ED_03.csv.3","039ED","039ED_03"
"039ED_03.csv.4",3,228518,247594,"m",19076,"039ED_03.csv.4","039ED","039ED_03"
"039ED_03.csv.5",4,247595,285846,"s",38251,"039ED_03.csv.5","039ED","039ED_03"
"039ED_03.csv.6",5,285847,293256,"m",7409,"039ED_03.csv.6","039ED","039ED_03"
"039ED_03.csv.7",6,293257,455544,"s",162287,"039ED_03.csv.7","039ED","039ED_03"
"039ED_03.csv.8",7,455545,459786,"m",4241,"039ED_03.csv.8","039ED","039ED_03"
"039ED_03.csv.9",8,459787,701591,"s",241804,"039ED_03.csv.9","039ED","039ED_03"
"039ED_03.csv.10",9,701592,709417,"m",7825,"039ED_03.csv.10","039ED","039ED_03"
"039ED_03.csv.11",10,709418,966763,"s",257345,"039ED_03.csv.11","039ED","039ED_03"
"039ED_03.csv.12",11,966764,972544,"m",5780,"039ED_03.csv.12","039ED","039ED_03"
"039ED_03.csv.13",12,972545,995489,"s",22944,"039ED_03.csv.13","039ED","039ED_03"
"039ED_03.csv.14",13,995490,1006036,"m",10546,"039ED_03.csv.14","039ED","039ED_03"
"039ED_03.csv.15",14,1006037,1026085,"s",20048,"039ED_03.csv.15","039ED","039ED_03"
"039ED_03.csv.16",15,1026086,1030907,"m",4821,"039ED_03.csv.16","039ED","039ED_03"
"039ED_03.csv.17",16,1030908,1047582,"s",16674,"039ED_03.csv.17","039ED","039ED_03"
"039ED_03.csv.18",17,1047583,1050289,"m",2706,"039ED_03.csv.18","039ED","039ED_03"
"039ED_03.csv.19",18,1050290,1083215,"s",32925,"039ED_03.csv.19","039ED","039ED_03"
"039ED_04.csv.1",0,0,6835,"s",6835,"039ED_04.csv.1","039ED","039ED_04"
"039ED_04.csv.2",1,6836,9856,"m",3020,"039ED_04.csv.2","039ED","039ED_04"
"039ED_04.csv.3",2,9857,91887,"s",82030,"039ED_04.csv.3","039ED","039ED_04"
"039ED_04.csv.4",3,91888,97052,"m",5164,"039ED_04.csv.4","039ED","039ED_04"
"039ED_04.csv.5",4,97053,379974,"s",282921,"039ED_04.csv.5","039ED","039ED_04"
"039ED_04.csv.6",5,379975,390729,"m",10754,"039ED_04.csv.6","039ED","039ED_04"
"039ED_04.csv.7",6,390730,412372,"s",21642,"039ED_04.csv.7","039ED","039ED_04"
"039ED_04.csv.8",7,412373,427865,"m",15492,"039ED_04.csv.8","039ED","039ED_04"
"039ED_04.csv.9",8,427866,431380,"s",3514,"039ED_04.csv.9","039ED","039ED_04"
"039ED_04.csv.10",9,431381,438867,"m",7486,"039ED_04.csv.10","039ED","039ED_04"
"039ED_04.csv.11",10,438868,442885,"s",4017,"039ED_04.csv.11","039ED","039ED_04"
"039ED_04.csv.12",11,442886,447929,"m",5043,"039ED_04.csv.12","039ED","039ED_04"
"039ED_04.csv.13",12,447930,529215,"s",81285,"039ED_04.csv.13","039ED","039ED_04"
"039ED_04.csv.14",13,529216,534812,"m",5596,"039ED_04.csv.14","039ED","039ED_04"
"039ED_04.csv.15",14,534813,536987,"s",2174,"039ED_04.csv.15","039ED","039ED_04"
"039ED_04.csv.16",15,536988,539482,"m",2494,"039ED_04.csv.16","039ED","039ED_04"
"039ED_04.csv.17",16,539483,551082,"s",11599,"039ED_04.csv.17","039ED","039ED_04"
"039ED_04.csv.18",17,551083,553925,"m",2842,"039ED_04.csv.18","039ED","039ED_04"
"039ED_04.csv.19",18,553926,555898,"s",1972,"039ED_04.csv.19","039ED","039ED_04"
"039ED_04.csv.20",19,555899,559241,"m",3342,"039ED_04.csv.20","039ED","039ED_04"
"039ED_04.csv.21",20,559242,561965,"s",2723,"039ED_04.csv.21","039ED","039ED_04"
"039ED_04.csv.22",21,561966,566116,"m",4150,"039ED_04.csv.22","039ED","039ED_04"
"039ED_04.csv.23",22,566117,610203,"s",44086,"039ED_04.csv.23","039ED","039ED_04"
"039ED_04.csv.24",23,610204,624872,"m",14668,"039ED_04.csv.24","039ED","039ED_04"
"039ED_04.csv.25",24,624873,632092,"s",7219,"039ED_04.csv.25","039ED","039ED_04"
"039ED_04.csv.26",25,632093,635253,"m",3160,"039ED_04.csv.26","039ED","039ED_04"
"039ED_04.csv.27",26,635254,644669,"s",9415,"039ED_04.csv.27","039ED","039ED_04"
"039ED_04.csv.28",27,644670,647983,"m",3313,"039ED_04.csv.28","039ED","039ED_04"
"039ED_04.csv.29",28,647984,649281,"s",1297,"039ED_04.csv.29","039ED","039ED_04"
"039ED_04.csv.30",29,649282,655472,"m",6190,"039ED_04.csv.30","039ED","039ED_04"
"039ED_04.csv.31",30,655473,661985,"s",6512,"039ED_04.csv.31","039ED","039ED_04"
"039ED_04.csv.32",31,661986,669699,"m",7713,"039ED_04.csv.32","039ED","039ED_04"
"039ED_04.csv.33",32,669700,1598659,"s",928959,"039ED_04.csv.33","039ED","039ED_04"
"039ED_04.csv.34",33,1598660,1601428,"m",2768,"039ED_04.csv.34","039ED","039ED_04"
"039ED_04.csv.35",34,1601429,1609436,"s",8007,"039ED_04.csv.35","039ED","039ED_04"
"039ED_04.csv.36",35,1609437,1622183,"m",12746,"039ED_04.csv.36","039ED","039ED_04"
"039ED_04.csv.37",36,1622184,1628255,"s",6071,"039ED_04.csv.37","039ED","039ED_04"
"039ED_04.csv.38",37,1628256,1631525,"m",3269,"039ED_04.csv.38","039ED","039ED_04"
"039ED_04.csv.39",38,1631526,1645406,"s",13880,"039ED_04.csv.39","039ED","039ED_04"
"039ED_04.csv.40",39,1645407,1648175,"m",2768,"039ED_04.csv.40","039ED","039ED_04"
"039ED_04.csv.41",40,1648176,1854265,"s",206089,"039ED_04.csv.41","039ED","039ED_04"
"039ED_04.csv.42",41,1854266,1860553,"m",6287,"039ED_04.csv.42","039ED","039ED_04"
"039ED_04.csv.43",42,1860554,1873867,"s",13313,"039ED_04.csv.43","039ED","039ED_04"
"039ED_04.csv.44",43,1873868,1876469,"m",2601,"039ED_04.csv.44","039ED","039ED_04"
"039ED_04.csv.45",44,1876470,1939232,"s",62762,"039ED_04.csv.45","039ED","039ED_04"
"039ED_04.csv.46",45,1939233,1946673,"m",7440,"039ED_04.csv.46","039ED","039ED_04"
"039ED_04.csv.47",46,1946674,1986880,"s",40206,"039ED_04.csv.47","039ED","039ED_04"
"039ED_04.csv.48",47,1986881,2002362,"m",15481,"039ED_04.csv.48","039ED","039ED_04"
"039ED_04.csv.49",48,2002363,2079138,"s",76775,"039ED_04.csv.49","039ED","039ED_04"
"039ED_04.csv.50",49,2079139,2082942,"m",3803,"039ED_04.csv.50","039ED","039ED_04"
"039ED_04.csv.51",50,2082943,2091150,"s",8207,"039ED_04.csv.51","039ED","039ED_04"
"039ED_04.csv.52",51,2091151,2094987,"m",3836,"039ED_04.csv.52","039ED","039ED_04"
"039ED_04.csv.53",52,2094988,2107600,"s",12612,"039ED_04.csv.53","039ED","039ED_04"
"039ED_04.csv.54",53,2107601,2110970,"m",3369,"039ED_04.csv.54","039ED","039ED_04"
"039ED_04.csv.55",54,2110971,2129155,"s",18184,"039ED_04.csv.55","039ED","039ED_04"
"039ED_04.csv.56",55,2129156,2134226,"m",5070,"039ED_04.csv.56","039ED","039ED_04"
"039ED_04.csv.57",56,2134227,2144069,"s",9842,"039ED_04.csv.57","039ED","039ED_04"
"039ED_04.csv.58",57,2144070,2167626,"m",23556,"039ED_04.csv.58","039ED","039ED_04"
"039ED_04.csv.59",58,2167627,2221180,"s",53553,"039ED_04.csv.59","039ED","039ED_04"
"039ED_04.csv.60",59,2221181,2233258,"m",12077,"039ED_04.csv.60","039ED","039ED_04"
"039ED_04.csv.61",60,2233259,2242207,"s",8948,"039ED_04.csv.61","039ED","039ED_04"
"039ED_04.csv.62",61,2242208,2257149,"m",14941,"039ED_04.csv.62","039ED","039ED_04"
"039ED_04.csv.63",62,2257150,2437128,"s",179978,"039ED_04.csv.63","039ED","039ED_04"
"039ED_04.csv.64",63,2437129,2453478,"m",16349,"039ED_04.csv.64","039ED","039ED_04"
"039ED_04.csv.65",64,2453479,2458750,"s",5271,"039ED_04.csv.65","039ED","039ED_04"
"039ED_04.csv.66",65,2458751,2463855,"m",5104,"039ED_04.csv.66","039ED","039ED_04"
"039ED_04.csv.67",66,2463856,2482107,"s",18251,"039ED_04.csv.67","039ED","039ED_04"
"039ED_04.csv.68",67,2482108,2486811,"m",4703,"039ED_04.csv.68","039ED","039ED_04"
"039ED_04.csv.69",68,2486812,2489120,"s",2308,"039ED_04.csv.69","039ED","039ED_04"
"039ED_05.csv.1",0,0,6835,"s",6835,"039ED_05.csv.1","039ED","039ED_05"
"039ED_05.csv.2",1,6836,9856,"m",3020,"039ED_05.csv.2","039ED","039ED_05"
"039ED_05.csv.3",2,9857,91887,"s",82030,"039ED_05.csv.3","039ED","039ED_05"
"039ED_05.csv.4",3,91888,97052,"m",5164,"039ED_05.csv.4","039ED","039ED_05"
"039ED_05.csv.5",4,97053,379974,"s",282921,"039ED_05.csv.5","039ED","039ED_05"
"039ED_05.csv.6",5,379975,390729,"m",10754,"039ED_05.csv.6","039ED","039ED_05"
"039ED_05.csv.7",6,390730,412372,"s",21642,"039ED_05.csv.7","039ED","039ED_05"
"039ED_05.csv.8",7,412373,427865,"m",15492,"039ED_05.csv.8","039ED","039ED_05"
"039ED_05.csv.9",8,427866,431380,"s",3514,"039ED_05.csv.9","039ED","039ED_05"
"039ED_05.csv.10",9,431381,438867,"m",7486,"039ED_05.csv.10","039ED","039ED_05"
"039ED_05.csv.11",10,438868,442885,"s",4017,"039ED_05.csv.11","039ED","039ED_05"
"039ED_05.csv.12",11,442886,447929,"m",5043,"039ED_05.csv.12","039ED","039ED_05"
"039ED_05.csv.13",12,447930,529215,"s",81285,"039ED_05.csv.13","039ED","039ED_05"
"039ED_05.csv.14",13,529216,534812,"m",5596,"039ED_05.csv.14","039ED","039ED_05"
"039ED_05.csv.15",14,534813,536987,"s",2174,"039ED_05.csv.15","039ED","039ED_05"
"039ED_05.csv.16",15,536988,539482,"m",2494,"039ED_05.csv.16","039ED","039ED_05"
"039ED_05.csv.17",16,539483,551082,"s",11599,"039ED_05.csv.17","039ED","039ED_05"
"039ED_05.csv.18",17,551083,553925,"m",2842,"039ED_05.csv.18","039ED","039ED_05"
"039ED_05.csv.19",18,553926,555898,"s",1972,"039ED_05.csv.19","039ED","039ED_05"
"039ED_05.csv.20",19,555899,559241,"m",3342,"039ED_05.csv.20","039ED","039ED_05"
"039ED_05.csv.21",20,559242,561965,"s",2723,"039ED_05.csv.21","039ED","039ED_05"
"039ED_05.csv.22",21,561966,566116,"m",4150,"039ED_05.csv.22","039ED","039ED_05"
"039ED_05.csv.23",22,566117,610203,"s",44086,"039ED_05.csv.23","039ED","039ED_05"
"039ED_05.csv.24",23,610204,624872,"m",14668,"039ED_05.csv.24","039ED","039ED_05"
"039ED_05.csv.25",24,624873,632092,"s",7219,"039ED_05.csv.25","039ED","039ED_05"
"039ED_05.csv.26",25,632093,635253,"m",3160,"039ED_05.csv.26","039ED","039ED_05"
"039ED_05.csv.27",26,635254,644669,"s",9415,"039ED_05.csv.27","039ED","039ED_05"
"039ED_05.csv.28",27,644670,647983,"m",3313,"039ED_05.csv.28","039ED","039ED_05"
"039ED_05.csv.29",28,647984,649281,"s",1297,"039ED_05.csv.29","039ED","039ED_05"
"039ED_05.csv.30",29,649282,655472,"m",6190,"039ED_05.csv.30","039ED","039ED_05"
"039ED_05.csv.31",30,655473,661985,"s",6512,"039ED_05.csv.31","039ED","039ED_05"
"039ED_05.csv.32",31,661986,669699,"m",7713,"039ED_05.csv.32","039ED","039ED_05"
"039ED_05.csv.33",32,669700,1599527,"s",929827,"039ED_05.csv.33","039ED","039ED_05"
"039ED_05.csv.34",33,1599528,1601844,"m",2316,"039ED_05.csv.34","039ED","039ED_05"
"039ED_05.csv.35",34,1601845,1609330,"s",7485,"039ED_05.csv.35","039ED","039ED_05"
"039ED_05.csv.36",35,1609331,1632013,"m",22682,"039ED_05.csv.36","039ED","039ED_05"
"039ED_05.csv.37",36,1632014,1643907,"s",11893,"039ED_05.csv.37","039ED","039ED_05"
"039ED_05.csv.38",37,1643908,1647099,"m",3191,"039ED_05.csv.38","039ED","039ED_05"
"039ED_05.csv.39",38,1647100,1679558,"s",32458,"039ED_05.csv.39","039ED","039ED_05"
"039ED_05.csv.40",39,1679559,1682501,"m",2942,"039ED_05.csv.40","039ED","039ED_05"
"039ED_05.csv.41",40,1682502,1939590,"s",257088,"039ED_05.csv.41","039ED","039ED_05"
"039ED_05.csv.42",41,1939591,1946930,"m",7339,"039ED_05.csv.42","039ED","039ED_05"
"039ED_05.csv.43",42,1946931,1986578,"s",39647,"039ED_05.csv.43","039ED","039ED_05"
"039ED_05.csv.44",43,1986579,2001315,"m",14736,"039ED_05.csv.44","039ED","039ED_05"
"039ED_05.csv.45",44,2001316,2090305,"s",88989,"039ED_05.csv.45","039ED","039ED_05"
"039ED_05.csv.46",45,2090306,2097219,"m",6913,"039ED_05.csv.46","039ED","039ED_05"
"039ED_05.csv.47",46,2097220,2128751,"s",31531,"039ED_05.csv.47","039ED","039ED_05"
"039ED_05.csv.48",47,2128752,2133626,"m",4874,"039ED_05.csv.48","039ED","039ED_05"
"039ED_05.csv.49",48,2133627,2143834,"s",10207,"039ED_05.csv.49","039ED","039ED_05"
"039ED_05.csv.50",49,2143835,2167947,"m",24112,"039ED_05.csv.50","039ED","039ED_05"
"039ED_05.csv.51",50,2167948,2217849,"s",49901,"039ED_05.csv.51","039ED","039ED_05"
"039ED_05.csv.52",51,2217850,2234072,"m",16222,"039ED_05.csv.52","039ED","039ED_05"
"039ED_05.csv.53",52,2234073,2241361,"s",7288,"039ED_05.csv.53","039ED","039ED_05"
"039ED_05.csv.54",53,2241362,2257214,"m",15852,"039ED_05.csv.54","039ED","039ED_05"
"039ED_05.csv.55",54,2257215,2437432,"s",180217,"039ED_05.csv.55","039ED","039ED_05"
"039ED_05.csv.56",55,2437433,2452288,"m",14855,"039ED_05.csv.56","039ED","039ED_05"
"039ED_05.csv.57",56,2452289,2458828,"s",6539,"039ED_05.csv.57","039ED","039ED_05"
"039ED_05.csv.58",57,2458829,2462332,"m",3503,"039ED_05.csv.58","039ED","039ED_05"
"039ED_05.csv.59",58,2462333,2481477,"s",19144,"039ED_05.csv.59","039ED","039ED_05"
"039ED_05.csv.60",59,2481478,2489119,"m",7641,"039ED_05.csv.60","039ED","039ED_05"
"039ED_06.csv.1",0,0,80711,"s",80711,"039ED_06.csv.1","039ED","039ED_06"
"039ED_06.csv.2",1,80712,92709,"m",11997,"039ED_06.csv.2","039ED","039ED_06"
"039ED_06.csv.3",2,92710,124631,"s",31921,"039ED_06.csv.3","039ED","039ED_06"
"039ED_06.csv.4",3,124632,134468,"m",9836,"039ED_06.csv.4","039ED","039ED_06"
"039ED_06.csv.5",4,134469,153563,"s",19094,"039ED_06.csv.5","039ED","039ED_06"
"039ED_06.csv.6",5,153564,161893,"m",8329,"039ED_06.csv.6","039ED","039ED_06"
"039ED_06.csv.7",6,161894,170964,"s",9070,"039ED_06.csv.7","039ED","039ED_06"
"039ED_06.csv.8",7,170965,190594,"m",19629,"039ED_06.csv.8","039ED","039ED_06"
"039ED_06.csv.9",8,190595,343382,"s",152787,"039ED_06.csv.9","039ED","039ED_06"
"039ED_06.csv.10",9,343383,348344,"m",4961,"039ED_06.csv.10","039ED","039ED_06"
"039ED_06.csv.11",10,348345,429351,"s",81006,"039ED_06.csv.11","039ED","039ED_06"
"039ED_06.csv.12",11,429352,435994,"m",6642,"039ED_06.csv.12","039ED","039ED_06"
"039ED_06.csv.13",12,435995,478602,"s",42607,"039ED_06.csv.13","039ED","039ED_06"
"039ED_06.csv.14",13,478603,489102,"m",10499,"039ED_06.csv.14","039ED","039ED_06"
"039ED_06.csv.15",14,489103,661080,"s",171977,"039ED_06.csv.15","039ED","039ED_06"
"039ED_06.csv.16",15,661081,669325,"m",8244,"039ED_06.csv.16","039ED","039ED_06"
"039ED_06.csv.17",16,669326,761841,"s",92515,"039ED_06.csv.17","039ED","039ED_06"
"039ED_06.csv.18",17,761842,765284,"m",3442,"039ED_06.csv.18","039ED","039ED_06"
"039ED_06.csv.19",18,765285,1081408,"s",316123,"039ED_06.csv.19","039ED","039ED_06"
"039ED_06.csv.20",19,1081409,1089529,"m",8120,"039ED_06.csv.20","039ED","039ED_06"
"039ED_06.csv.21",20,1089530,1443638,"s",354108,"039ED_06.csv.21","039ED","039ED_06"
"039ED_06.csv.22",21,1443639,1456350,"m",12711,"039ED_06.csv.22","039ED","039ED_06"
"039ED_06.csv.23",22,1456351,1483125,"s",26774,"039ED_06.csv.23","039ED","039ED_06"
"039ED_06.csv.24",23,1483126,1487164,"m",4038,"039ED_06.csv.24","039ED","039ED_06"
"039ED_06.csv.25",24,1487165,1504578,"s",17413,"039ED_06.csv.25","039ED","039ED_06"
"039ED_06.csv.26",25,1504579,1515896,"m",11317,"039ED_06.csv.26","039ED","039ED_06"
"039ED_06.csv.27",26,1515897,1543864,"s",27967,"039ED_06.csv.27","039ED","039ED_06"
"039ED_06.csv.28",27,1543865,1547331,"m",3466,"039ED_06.csv.28","039ED","039ED_06"
"039ED_06.csv.29",28,1547332,1797194,"s",249862,"039ED_06.csv.29","039ED","039ED_06"
"039ED_06.csv.30",29,1797195,1821888,"m",24693,"039ED_06.csv.30","039ED","039ED_06"
"039ED_06.csv.31",30,1821889,1840833,"s",18944,"039ED_06.csv.31","039ED","039ED_06"
"039ED_06.csv.32",31,1840834,1844722,"m",3888,"039ED_06.csv.32","039ED","039ED_06"
"039ED_06.csv.33",32,1844723,1873604,"s",28881,"039ED_06.csv.33","039ED","039ED_06"
"039ED_06.csv.34",33,1873605,1890106,"m",16501,"039ED_06.csv.34","039ED","039ED_06"
"039ED_06.csv.35",34,1890107,1911656,"s",21549,"039ED_06.csv.35","039ED","039ED_06"
"039ED_06.csv.36",35,1911657,1965565,"m",53908,"039ED_06.csv.36","039ED","039ED_06"
"039ED_06.csv.37",36,1965566,1970413,"s",4847,"039ED_06.csv.37","039ED","039ED_06"
"039ED_06.csv.38",37,1970414,1987771,"m",17357,"039ED_06.csv.38","039ED","039ED_06"
"039ED_06.csv.39",38,1987772,1996943,"s",9171,"039ED_06.csv.39","039ED","039ED_06"
"039ED_06.csv.40",39,1996944,2019879,"m",22935,"039ED_06.csv.40","039ED","039ED_06"
"039ED_06.csv.41",40,2019880,2039675,"s",19795,"039ED_06.csv.41","039ED","039ED_06"
"039ED_06.csv.42",41,2039676,2045608,"m",5932,"039ED_06.csv.42","039ED","039ED_06"
"039ED_06.csv.43",42,2045609,2114936,"s",69327,"039ED_06.csv.43","039ED","039ED_06"
"039ED_06.csv.44",43,2114937,2167637,"m",52700,"039ED_06.csv.44","039ED","039ED_06"
"039ED_06.csv.45",44,2167638,2216407,"s",48769,"039ED_06.csv.45","039ED","039ED_06"
"039ED_06.csv.46",45,2216408,2288870,"m",72462,"039ED_06.csv.46","039ED","039ED_06"
"039ED_06.csv.47",46,2288871,2308233,"s",19362,"039ED_06.csv.47","039ED","039ED_06"
"039ED_06.csv.48",47,2308234,2437980,"m",129746,"039ED_06.csv.48","039ED","039ED_06"
"039ED_06.csv.49",48,2437981,2459686,"s",21705,"039ED_06.csv.49","039ED","039ED_06"
"039ED_06.csv.50",49,2459687,2815546,"m",355859,"039ED_06.csv.50","039ED","039ED_06"
"039ED_07.csv",0,0,11277,"_",11277,"039ED_07.csv","039ED","039ED_07"
"039ED_08.csv.1",0,0,224123,"s",224123,"039ED_08.csv.1","039ED","039ED_08"
"039ED_08.csv.2",1,224124,226838,"m",2714,"039ED_08.csv.2","039ED","039ED_08"
"039ED_08.csv.3",2,226839,277261,"s",50422,"039ED_08.csv.3","039ED","039ED_08"
"039ED_08.csv.4",3,277262,284231,"m",6969,"039ED_08.csv.4","039ED","039ED_08"
"039ED_08.csv.5",4,284232,339915,"s",55683,"039ED_08.csv.5","039ED","039ED_08"
"039ED_08.csv.6",5,339916,350235,"m",10319,"039ED_08.csv.6","039ED","039ED_08"
"039ED_08.csv.7",6,350236,515921,"s",165685,"039ED_08.csv.7","039ED","039ED_08"
"039ED_08.csv.8",7,515922,524874,"m",8952,"039ED_08.csv.8","039ED","039ED_08"
"039ED_08.csv.9",8,524875,638129,"s",113254,"039ED_08.csv.9","039ED","039ED_08"
"039ED_08.csv.10",9,638130,647651,"m",9521,"039ED_08.csv.10","039ED","039ED_08"
"039ED_08.csv.11",10,647652,656861,"s",9209,"039ED_08.csv.11","039ED","039ED_08"
"039ED_08.csv.12",11,656862,675474,"m",18612,"039ED_08.csv.12","039ED","039ED_08"
"039ED_08.csv.13",12,675475,676995,"s",1520,"039ED_08.csv.13","039ED","039ED_08"
"039ED_08.csv.14",13,676996,782448,"_",105452,"039ED_08.csv.14","039ED","039ED_08"
"039ED_09.csv.1",0,0,7923,"_",7923,"039ED_09.csv.1","039ED","039ED_09"
"039ED_09.csv.2",1,7924,23774,"s",15850,"039ED_09.csv.2","039ED","039ED_09"
"039ED_09.csv.3",2,23775,28072,"m",4297,"039ED_09.csv.3","039ED","039ED_09"
"039ED_09.csv.4",3,28073,49533,"s",21460,"039ED_09.csv.4","039ED","039ED_09"
"039ED_09.csv.5",4,49534,56950,"m",7416,"039ED_09.csv.5","039ED","039ED_09"
"039ED_09.csv.6",5,56951,705461,"s",648510,"039ED_09.csv.6","039ED","039ED_09"
"039ED_09.csv.7",6,705462,728220,"m",22758,"039ED_09.csv.7","039ED","039ED_09"
"039ED_09.csv.8",7,728221,814475,"s",86254,"039ED_09.csv.8","039ED","039ED_09"
"039ED_09.csv.9",8,814476,821299,"m",6823,"039ED_09.csv.9","039ED","039ED_09"
"039ED_09.csv.10",9,821300,1153590,"s",332290,"039ED_09.csv.10","039ED","039ED_09"
"039ED_09.csv.11",10,1153591,1157328,"m",3737,"039ED_09.csv.11","039ED","039ED_09"
"039ED_09.csv.12",11,1157329,1483950,"s",326621,"039ED_09.csv.12","039ED","039ED_09"
"039ED_09.csv.13",12,1483951,1487680,"m",3729,"039ED_09.csv.13","039ED","039ED_09"
"039ED_09.csv.14",13,1487681,1508926,"s",21245,"039ED_09.csv.14","039ED","039ED_09"
"039ED_09.csv.15",14,1508927,1523270,"m",14343,"039ED_09.csv.15","039ED","039ED_09"
"039ED_09.csv.16",15,1523271,1563645,"s",40374,"039ED_09.csv.16","039ED","039ED_09"
"039ED_09.csv.17",16,1563646,1570286,"m",6640,"039ED_09.csv.17","039ED","039ED_09"
"039ED_09.csv.18",17,1570287,1682651,"s",112364,"039ED_09.csv.18","039ED","039ED_09"
"039ED_09.csv.19",18,1682652,1692463,"m",9811,"039ED_09.csv.19","039ED","039ED_09"
"039ED_09.csv.20",19,1692464,1929334,"s",236870,"039ED_09.csv.20","039ED","039ED_09"
"039ED_09.csv.21",20,1929335,1967939,"_",38604,"039ED_09.csv.21","039ED","039ED_09"
"039ED_09.csv.22",21,1967940,2075434,"s",107494,"039ED_09.csv.22","039ED","039ED_09"
"039ED_09.csv.23",22,2075435,2085366,"m",9931,"039ED_09.csv.23","039ED","039ED_09"
"039ED_09.csv.24",23,2085367,2154776,"s",69409,"039ED_09.csv.24","039ED","039ED_09"
"039ED_09.csv.25",24,2154777,2173830,"m",19053,"039ED_09.csv.25","039ED","039ED_09"
"039ED_09.csv.26",25,2173831,2192632,"s",18801,"039ED_09.csv.26","039ED","039ED_09"
"039ED_09.csv.27",26,2192633,2213142,"m",20509,"039ED_09.csv.27","039ED","039ED_09"
"039ED_09.csv.28",27,2213143,2226125,"s",12982,"039ED_09.csv.28","039ED","039ED_09"
"039ED_09.csv.29",28,2226126,2235777,"m",9651,"039ED_09.csv.29","039ED","039ED_09"
"039ED_09.csv.30",29,2235778,2240168,"s",4390,"039ED_09.csv.30","039ED","039ED_09"
"039ED_09.csv.31",30,2240169,2244974,"m",4805,"039ED_09.csv.31","039ED","039ED_09"
"039ED_09.csv.32",31,2244975,2287115,"s",42140,"039ED_09.csv.32","039ED","039ED_09"
"039ED_09.csv.33",32,2287116,2293488,"m",6372,"039ED_09.csv.33","039ED","039ED_09"
"039ED_09.csv.34",33,2293489,2320813,"s",27324,"039ED_09.csv.34","039ED","039ED_09"
"039ED_09.csv.35",34,2320814,2329154,"m",8340,"039ED_09.csv.35","039ED","039ED_09"
"039ED_09.csv.36",35,2329155,2553629,"s",224474,"039ED_09.csv.36","039ED","039ED_09"
"039ED_09.csv.37",36,2553630,2568652,"m",15022,"039ED_09.csv.37","039ED","039ED_09"
"039ED_09.csv.38",37,2568653,2606735,"s",38082,"039ED_09.csv.38","039ED","039ED_09"
"039ED_09.csv.39",38,2606736,2623137,"m",16401,"039ED_09.csv.39","039ED","039ED_09"
"039ED_09.csv.40",39,2623138,2626934,"s",3796,"039ED_09.csv.40","039ED","039ED_09"
"039ED_09.csv.41",40,2626935,2634046,"m",7111,"039ED_09.csv.41","039ED","039ED_09"
"039ED_09.csv.42",41,2634047,2658402,"s",24355,"039ED_09.csv.42","039ED","039ED_09"
"039ED_09.csv.43",42,2658403,2670556,"m",12153,"039ED_09.csv.43","039ED","039ED_09"
"039ED_09.csv.44",43,2670557,2678917,"s",8360,"039ED_09.csv.44","039ED","039ED_09"
"039ED_09.csv.45",44,2678918,2682291,"m",3373,"039ED_09.csv.45","039ED","039ED_09"
"039ED_09.csv.46",45,2682292,2688590,"s",6298,"039ED_09.csv.46","039ED","039ED_09"
"039ED_09.csv.47",46,2688591,2691744,"m",3153,"039ED_09.csv.47","039ED","039ED_09"
"039ED_09.csv.48",47,2691745,2694963,"s",3218,"039ED_09.csv.48","039ED","039ED_09"
"039ED_09.csv.49",48,2694964,2708721,"m",13757,"039ED_09.csv.49","039ED","039ED_09"
"039ED_09.csv.50",49,2708722,2720785,"s",12063,"039ED_09.csv.50","039ED","039ED_09"
"039ED_09.csv.51",50,2720786,2725468,"m",4682,"039ED_09.csv.51","039ED","039ED_09"
"039ED_09.csv.52",51,2725469,2732065,"s",6596,"039ED_09.csv.52","039ED","039ED_09"
"039ED_09.csv.53",52,2732066,2743681,"m",11615,"039ED_09.csv.53","039ED","039ED_09"
"039ED_09.csv.54",53,2743682,2821289,"s",77607,"039ED_09.csv.54","039ED","039ED_09"
"039ED_09.csv.55",54,2821290,2824831,"m",3541,"039ED_09.csv.55","039ED","039ED_09"
"039ED_09.csv.56",55,2824832,2881234,"s",56402,"039ED_09.csv.56","039ED","039ED_09"
"039ED_09.csv.57",56,2881235,2886923,"m",5688,"039ED_09.csv.57","039ED","039ED_09"
"039ED_09.csv.58",57,2886924,3067851,"s",180927,"039ED_09.csv.58","039ED","039ED_09"
"039ED_09.csv.59",58,3067852,3084835,"m",16983,"039ED_09.csv.59","039ED","039ED_09"
"039ED_09.csv.60",59,3084836,3681841,"s",597005,"039ED_09.csv.60","039ED","039ED_09"
"039ED_09.csv.61",60,3681842,3688847,"m",7005,"039ED_09.csv.61","039ED","039ED_09"
"039ED_09.csv.62",61,3688848,3702217,"s",13369,"039ED_09.csv.62","039ED","039ED_09"
"039ED_09.csv.63",62,3702218,3708358,"m",6140,"039ED_09.csv.63","039ED","039ED_09"
"039ED_09.csv.64",63,3708359,3722744,"s",14385,"039ED_09.csv.64","039ED","039ED_09"
"039ED_09.csv.65",64,3722745,3737441,"_",14696,"039ED_09.csv.65","039ED","039ED_09"
"039ED_09.csv.66",65,3737442,3992536,"s",255094,"039ED_09.csv.66","039ED","039ED_09"
